Region,Country,Item Type,,,
Europe,United Kingdom,Clothes,,,
Europe,Sweden,Cosmetics,,,
Sub-Saharan Africa,Rwanda,Household,,,
Asia,Turkmenistan,Meat,,,
Europe,France,Cereal,,,
Europe,Greece,Personal Care,,,
Europe,Norway,Fruits,,,
Sub-Saharan Africa,The Gambia,Cereal,,,
Sub-Saharan Africa,Niger,Cosmetics,,,
Asia,Sri Lanka,Office Supplies,,,
Europe,Macedonia,Household,,,
Europe,Russia,Household,,,
Europe,Italy,Fruits,,,
Middle East and North Africa,Afghanistan,Snacks,,,
Middle East and North Africa,Algeria,Cosmetics,,,
Sub-Saharan Africa,Burundi,Meat,,,
Europe,Lithuania,Meat,,,
Sub-Saharan Africa,Swaziland,Cosmetics,,,
Asia,Laos,Beverages,,,
Sub-Saharan Africa,Malawi,Snacks,,,
Europe,Croatia,Cereal,,,
Sub-Saharan Africa,Djibouti,Meat,,,
Central America and the Caribbean,Barbados,Cosmetics,,,
Middle East and North Africa,Pakistan,Snacks,,,
Europe,Sweden,Fruits,,,
Asia,Mongolia,Cosmetics,,,
Asia,North Korea,Cosmetics,,,
Europe,Greece,Household,,,
Europe,Italy,Vegetables,,,
Europe,Germany,Vegetables,,,
Australia and Oceania,Fiji,Cereal,,,
Central America and the Caribbean,Jamaica,Household,,,
Europe,Greece,Office Supplies,,,
Australia and Oceania,New Zealand,Cosmetics,,,
Central America and the Caribbean,Guatemala,Cosmetics,,,
Europe,Luxembourg,Baby Food,,,
Sub-Saharan Africa,Rwanda,Clothes,,,
Europe,Austria,Baby Food,,,
Europe,Spain,Personal Care,,,
Asia,Turkmenistan,Beverages,,,
Middle East and North Africa,Somalia,Personal Care,,,
Sub-Saharan Africa,Gabon,Baby Food,,,
Australia and Oceania,Vanuatu,Personal Care,,,
Middle East and North Africa,Kuwait,Meat,,,
Australia and Oceania,Federated States of Micronesia,Cereal,,,
Sub-Saharan Africa,Ghana,Vegetables,,,
Europe,United Kingdom,Office Supplies,,,
Asia,Bangladesh,Cosmetics,,,
Europe,Italy,Personal Care,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,,,
Europe,Romania,Fruits,,,
Australia and Oceania,Palau,Baby Food,,,
Australia and Oceania,Federated States of Micronesia,Cosmetics,,,
Asia,Indonesia,Cereal,,,
Middle East and North Africa,Syria,Office Supplies,,,
Europe,Serbia,Fruits,,,
Asia,Kazakhstan,Cereal,,,
Asia,Sri Lanka,Beverages,,,
Middle East and North Africa,United Arab Emirates,Baby Food,,,
Australia and Oceania,Papua New Guinea,Cosmetics,,,
Asia,Mongolia,Personal Care,,,
Europe,Georgia,Baby Food,,,
Australia and Oceania,East Timor,Fruits,,,
Sub-Saharan Africa,Mozambique,Beverages,,,
Europe,Russia,Beverages,,,
Middle East and North Africa,Iran,Meat,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,,,
Europe,Poland,Snacks,,,
Central America and the Caribbean,Haiti,Fruits,,,
Australia and Oceania,Samoa ,Clothes,,,
Sub-Saharan Africa,Mauritania,Household,,,
Europe,Albania,Baby Food,,,
Sub-Saharan Africa,Zimbabwe,Clothes,,,
Middle East and North Africa,Azerbaijan,Beverages,,,
Sub-Saharan Africa,Rwanda,Vegetables,,,
Sub-Saharan Africa,Burundi,Household,,,
Sub-Saharan Africa,Kenya,Clothes,,,
Asia,Vietnam,Cosmetics,,,
Middle East and North Africa,Afghanistan,Meat,,,
Asia,Myanmar,Cereal,,,
Central America and the Caribbean,Jamaica,Office Supplies,,,
Europe,Cyprus,Clothes,,,
Asia,Turkmenistan,Office Supplies,,,
Sub-Saharan Africa,Tanzania,Office Supplies,,,
Sub-Saharan Africa,Rwanda,Baby Food,,,
Asia,Singapore,Baby Food,,,
Middle East and North Africa,Jordan,Office Supplies,,,
Europe,Switzerland,Baby Food,,,
Sub-Saharan Africa,Sao Tome and Principe,Household,,,
Sub-Saharan Africa,Uganda,Beverages,,,
Sub-Saharan Africa,Eritrea,Personal Care,,,
Europe,Estonia,Baby Food,,,
Asia,Kazakhstan,Household,,,
Asia,Taiwan,Beverages,,,
Middle East and North Africa,Israel,Cosmetics,,,
Sub-Saharan Africa,Liberia,Meat,,,
Sub-Saharan Africa,Nigeria,Cosmetics,,,
Middle East and North Africa,Azerbaijan,Cosmetics,,,
Australia and Oceania,Kiribati,Office Supplies,,,
Middle East and North Africa,Yemen,Beverages,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,,,
Europe,Moldova ,Clothes,,,
Europe,Kosovo,Personal Care,,,
Middle East and North Africa,Iraq,Vegetables,,,
Sub-Saharan Africa,Sao Tome and Principe,Clothes,,,
Europe,Estonia,Cereal,,,
Australia and Oceania,New Zealand,Snacks,,,
Australia and Oceania,Kiribati,Cereal,,,
Sub-Saharan Africa,South Sudan,Fruits,,,
Europe,Armenia,Fruits,,,
Asia,Kazakhstan,Vegetables,,,
Australia and Oceania,Kiribati,Vegetables,,,
Asia,Thailand,Cosmetics,,,
Sub-Saharan Africa,Burundi,Personal Care,,,
Asia,South Korea,Office Supplies,,,
Central America and the Caribbean,Dominica,Fruits,,,
Asia,Bhutan,Household,,,
Australia and Oceania,Marshall Islands,Cosmetics,,,
Europe,Liechtenstein,Fruits,,,
Europe,Belgium,Cereal,,,
Australia and Oceania,Australia,Cereal,,,
Europe,Portugal,Vegetables,,,
Europe,Slovakia,Baby Food,,,
Europe,Russia,Baby Food,,,
Europe,Andorra,Meat,,,
Central America and the Caribbean,Saint Lucia,Cosmetics,,,
Sub-Saharan Africa,Republic of the Congo,Beverages,,,
Europe,United Kingdom,Office Supplies,,,
Europe,Serbia,Fruits,,,
Sub-Saharan Africa,Uganda,Cereal,,,
Europe,Slovenia,Vegetables,,,
Sub-Saharan Africa,Rwanda,Vegetables,,,
Australia and Oceania,Kiribati,Personal Care,,,
Central America and the Caribbean,Saint Lucia,Cereal,,,
Middle East and North Africa,Saudi Arabia,Vegetables,,,
Sub-Saharan Africa,Senegal,Cereal,,,
Asia,South Korea,Personal Care,,,
Europe,Albania,Personal Care,,,
Europe,Denmark,Cereal,,,
Australia and Oceania,Nauru,Snacks,,,
Middle East and North Africa,Somalia,Meat,,,
Middle East and North Africa,Kuwait,Household,,,
Middle East and North Africa,Libya,Baby Food,,,
North America,United States of America,Snacks,,,
Sub-Saharan Africa,Togo,Household,,,
Sub-Saharan Africa,Mauritius ,Personal Care,,,
Middle East and North Africa,Tunisia ,Cosmetics,,,
Asia,Kazakhstan,Fruits,,,
Europe,Monaco,Cosmetics,,,
North America,Mexico,Household,,,
Sub-Saharan Africa,South Sudan,Snacks,,,
Sub-Saharan Africa,Senegal,Office Supplies,,,
Middle East and North Africa,Turkey,Fruits,,,
Sub-Saharan Africa,Kenya,Beverages,,,
Europe,Spain,Cosmetics,,,
Europe,Iceland,Office Supplies,,,
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,,,
Australia and Oceania,Kiribati,Clothes,,,
Europe,Switzerland,Meat,,,
Asia,Cambodia,Personal Care,,,
Europe,Italy,Cosmetics,,,
Europe,Macedonia,Fruits,,,
Europe,Cyprus,Baby Food,,,
Middle East and North Africa,Jordan,Baby Food,,,
Europe,Spain,Office Supplies,,,
Central America and the Caribbean,Nicaragua,Clothes,,,
Europe,Finland,Snacks,,,
Europe,Belarus,Cereal,,,
Europe,Vatican City,Cosmetics,,,
Australia and Oceania,Solomon Islands,Vegetables,,,
Australia and Oceania,Samoa ,Fruits,,,
Sub-Saharan Africa,Equatorial Guinea,Snacks,,,
Sub-Saharan Africa,South Africa,Personal Care,,,
Sub-Saharan Africa,South Africa,Office Supplies,,,
Central America and the Caribbean,Nicaragua,Office Supplies,,,
Australia and Oceania,Fiji,Personal Care,,,
Australia and Oceania,Kiribati,Beverages,,,
Sub-Saharan Africa,Comoros,Baby Food,,,
Sub-Saharan Africa,Comoros,Clothes,,,
Europe,Albania,Personal Care,,,
Asia,Turkmenistan,Office Supplies,,,
Sub-Saharan Africa,Zambia,Office Supplies,,,
Central America and the Caribbean,Jamaica,Fruits,,,
Middle East and North Africa,Iran,Baby Food,,,
Sub-Saharan Africa,Seychelles ,Fruits,,,
Sub-Saharan Africa,Sierra Leone,Snacks,,,
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,,,
Asia,Kazakhstan,Cereal,,,
North America,Canada,Household,,,
Australia and Oceania,Vanuatu,Personal Care,,,
Central America and the Caribbean,Belize,Snacks,,,
Europe,Armenia,Baby Food,,,
Central America and the Caribbean,Antigua and Barbuda ,Snacks,,,
Sub-Saharan Africa,Central African Republic,Clothes,,,
Europe,Luxembourg,Office Supplies,,,
Europe,Belgium,Baby Food,,,
Europe,Czech Republic,Cereal,,,
Europe,Ireland,Household,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Cereal,,,
Europe,Spain,Vegetables,,,
Middle East and North Africa,United Arab Emirates,Meat,,,
Europe,Norway,Office Supplies,,,
Sub-Saharan Africa,Swaziland,Cereal,,,
Europe,Austria,Cosmetics,,,
Sub-Saharan Africa,Ghana,Office Supplies,,,
Europe,Croatia,Vegetables,,,
Europe,Cyprus,Household,,,
Asia,Malaysia,Clothes,,,
Middle East and North Africa,Somalia,Baby Food,,,
Europe,Iceland,Household,,,
Europe,Monaco,Cereal,,,
Middle East and North Africa,United Arab Emirates,Fruits,,,
Asia,Nepal,Office Supplies,,,
Asia,Kazakhstan,Meat,,,
Central America and the Caribbean,Nicaragua,Office Supplies,,,
Middle East and North Africa,United Arab Emirates,Baby Food,,,
Sub-Saharan Africa,Djibouti,Baby Food,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Cereal,,,
Europe,Croatia,Baby Food,,,
Europe,San Marino,Cereal,,,
Central America and the Caribbean,The Bahamas,Beverages,,,
Sub-Saharan Africa,Mauritius ,Clothes,,,
Sub-Saharan Africa,Tanzania,Baby Food,,,
Europe,Bulgaria,Clothes,,,
Australia and Oceania,Tuvalu,Vegetables,,,
Sub-Saharan Africa,Eritrea,Personal Care,,,
Sub-Saharan Africa,Guinea-Bissau,Household,,,
Middle East and North Africa,Egypt,Vegetables,,,
Europe,Malta,Meat,,,
Sub-Saharan Africa,Tanzania,Beverages,,,
Europe,Germany,Cosmetics,,,
Europe,Romania,Beverages,,,
Middle East and North Africa,Yemen,Household,,,
Sub-Saharan Africa,Cameroon,Snacks,,,
Asia,Kyrgyzstan,Snacks,,,
Central America and the Caribbean,Grenada,Clothes,,,
Australia and Oceania,East Timor,Cereal,,,
Europe,United Kingdom,Household,,,
Europe,Armenia,Clothes,,,
Australia and Oceania,Tonga,Cosmetics,,,
Sub-Saharan Africa,Mali,Snacks,,,
Sub-Saharan Africa,Malawi,Personal Care,,,
Europe,Moldova ,Cosmetics,,,
Asia,China,Cosmetics,,,
Europe,Croatia,Vegetables,,,
Australia and Oceania,Marshall Islands,Snacks,,,
Sub-Saharan Africa,Uganda,Office Supplies,,,
Asia,Taiwan,Cosmetics,,,
Sub-Saharan Africa,Sierra Leone,Personal Care,,,
Europe,Finland,Household,,,
Asia,Tajikistan,Personal Care,,,
Sub-Saharan Africa,Botswana,Vegetables,,,
Sub-Saharan Africa,Senegal,Beverages,,,
Europe,Luxembourg,Cosmetics,,,
Europe,Serbia,Beverages,,,
Asia,Singapore,Snacks,,,
Sub-Saharan Africa,Cameroon,Personal Care,,,
Central America and the Caribbean,Antigua and Barbuda ,Household,,,
Europe,Latvia,Household,,,
Sub-Saharan Africa,Mauritania,Beverages,,,
Sub-Saharan Africa,Kenya,Clothes,,,
Middle East and North Africa,Iraq,Office Supplies,,,
Middle East and North Africa,Yemen,Cereal,,,
Middle East and North Africa,Lebanon,Snacks,,,
North America,Canada,Household,,,
Sub-Saharan Africa,Cameroon,Meat,,,
Europe,Spain,Vegetables,,,
Sub-Saharan Africa,Burundi,Household,,,
Europe,France,Meat,,,
Europe,Slovenia,Fruits,,,
Europe,Sweden,Personal Care,,,
Sub-Saharan Africa,Angola,Snacks,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,,,
Australia and Oceania,Vanuatu,Snacks,,,
Sub-Saharan Africa,Burundi,Cosmetics,,,
North America,Mexico,Office Supplies,,,
Sub-Saharan Africa,Mali,Beverages,,,
Central America and the Caribbean,Guatemala,Meat,,,
Europe,Netherlands,Cosmetics,,,
Sub-Saharan Africa,Djibouti,Clothes,,,
Middle East and North Africa,Yemen,Beverages,,,
Sub-Saharan Africa,Cote d'Ivoire,Meat,,,
Middle East and North Africa,Kuwait,Baby Food,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,,,
Europe,Luxembourg,Clothes,,,
Sub-Saharan Africa,Ghana,Beverages,,,
Europe,Finland,Household,,,
Sub-Saharan Africa,Angola,Cosmetics,,,
Central America and the Caribbean,Trinidad and Tobago,Household,,,
Asia,Turkmenistan,Cereal,,,
Europe,Austria,Meat,,,
Middle East and North Africa,Oman,Snacks,,,
Europe,Lithuania,Snacks,,,
Middle East and North Africa,Pakistan,Cosmetics,,,
Europe,Montenegro,Clothes,,,
Sub-Saharan Africa,Chad,Baby Food,,,
Asia,Laos,Office Supplies,,,
Europe,Poland,Meat,,,
Middle East and North Africa,Libya,Personal Care,,,
North America,Canada,Beverages,,,
Asia,Japan,Clothes,,,
Middle East and North Africa,Qatar,Cosmetics,,,
Australia and Oceania,Tuvalu,Fruits,,,
Asia,Singapore,Snacks,,,
Sub-Saharan Africa,Equatorial Guinea,Baby Food,,,
Australia and Oceania,Nauru,Office Supplies,,,
Middle East and North Africa,Libya,Beverages,,,
Sub-Saharan Africa,Namibia,Baby Food,,,
Central America and the Caribbean,Belize,Office Supplies,,,
Asia,Indonesia,Meat,,,
Middle East and North Africa,Tunisia ,Clothes,,,
Asia,Taiwan,Personal Care,,,
Australia and Oceania,Fiji,Cereal,,,
Sub-Saharan Africa,South Sudan,Personal Care,,,
North America,Canada,Cosmetics,,,
Europe,Hungary,Clothes,,,
Middle East and North Africa,Saudi Arabia,Office Supplies,,,
Sub-Saharan Africa,Swaziland,Beverages,,,
Europe,Portugal,Fruits,,,
Australia and Oceania,Tuvalu,Snacks,,,
Sub-Saharan Africa,Swaziland,Meat,,,
Europe,Russia,Clothes,,,
Europe,Montenegro,Cosmetics,,,
Europe,Italy,Baby Food,,,
Europe,Belarus,Household,,,
Asia,Japan,Vegetables,,,
Sub-Saharan Africa,South Sudan,Fruits,,,
Australia and Oceania,Papua New Guinea,Office Supplies,,,
Sub-Saharan Africa,Seychelles ,Baby Food,,,
Australia and Oceania,Tuvalu,Clothes,,,
Middle East and North Africa,Iran,Household,,,
Asia,Vietnam,Office Supplies,,,
Australia and Oceania,Vanuatu,Snacks,,,
Sub-Saharan Africa,Equatorial Guinea,Vegetables,,,
Sub-Saharan Africa,Ethiopia,Household,,,
Europe,Croatia,Cosmetics,,,
Asia,Singapore,Fruits,,,
Sub-Saharan Africa,Burkina Faso,Fruits,,,
Australia and Oceania,Tuvalu,Office Supplies,,,
Sub-Saharan Africa,Sudan,Snacks,,,
Central America and the Caribbean,Dominican Republic,Household,,,
Middle East and North Africa,Qatar,Clothes,,,
Europe,Cyprus,Cosmetics,,,
Middle East and North Africa,Yemen,Household,,,
Sub-Saharan Africa,Seychelles ,Cereal,,,
Sub-Saharan Africa,Liberia,Baby Food,,,
Asia,Uzbekistan,Cosmetics,,,
Sub-Saharan Africa,Seychelles ,Beverages,,,
Europe,Czech Republic,Snacks,,,
Sub-Saharan Africa,Guinea-Bissau,Fruits,,,
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,,,
Asia,Maldives,Clothes,,,
Europe,Italy,Cosmetics,,,
Central America and the Caribbean,Cuba,Clothes,,,
Sub-Saharan Africa,Seychelles ,Personal Care,,,
Europe,Czech Republic,Meat,,,
Europe,Norway,Vegetables,,,
Central America and the Caribbean,Haiti,Clothes,,,
Central America and the Caribbean,Cuba,Meat,,,
Asia,Bangladesh,Fruits,,,
Australia and Oceania,East Timor,Vegetables,,,
Europe,Austria,Vegetables,,,
Europe,Luxembourg,Personal Care,,,
Europe,United Kingdom,Fruits,,,
Middle East and North Africa,Oman,Household,,,
Asia,Bangladesh,Snacks,,,
Sub-Saharan Africa,Guinea,Beverages,,,
Europe,Austria,Clothes,,,
Sub-Saharan Africa,Equatorial Guinea,Vegetables,,,
Middle East and North Africa,Egypt,Office Supplies,,,
Asia,Kazakhstan,Clothes,,,
Sub-Saharan Africa,Chad,Beverages,,,
Sub-Saharan Africa,South Sudan,Household,,,
Middle East and North Africa,Jordan,Fruits,,,
Central America and the Caribbean,Trinidad and Tobago,Vegetables,,,
Middle East and North Africa,Iraq,Cereal,,,
Asia,South Korea,Snacks,,,
Europe,San Marino,Clothes,,,
Asia,Bhutan,Beverages,,,
Asia,Tajikistan,Vegetables,,,
Sub-Saharan Africa,Burkina Faso,Cereal,,,
Europe,Moldova ,Beverages,,,
Europe,Spain,Household,,,
Australia and Oceania,Kiribati,Baby Food,,,
Middle East and North Africa,Afghanistan,Household,,,
Europe,Norway,Cereal,,,
North America,United States of America,Snacks,,,
Asia,India,Fruits,,,
Sub-Saharan Africa,South Africa,Clothes,,,
Australia and Oceania,New Zealand,Office Supplies,,,
North America,United States of America,Personal Care,,,
Sub-Saharan Africa,Malawi,Fruits,,,
Middle East and North Africa,Turkey,Meat,,,
Europe,Georgia,Cosmetics,,,
Sub-Saharan Africa,Zimbabwe,Fruits,,,
Sub-Saharan Africa,Benin,Vegetables,,,
Sub-Saharan Africa,Chad,Fruits,,,
Asia,Japan,Personal Care,,,
Asia,North Korea,Beverages,,,
Asia,India,Personal Care,,,
Central America and the Caribbean,Nicaragua,Cosmetics,,,
Europe,Malta,Snacks,,,
Europe,Greece,Beverages,,,
Europe,Austria,Vegetables,,,
Europe,Monaco,Meat,,,
Australia and Oceania,Australia,Cosmetics,,,
Middle East and North Africa,United Arab Emirates,Vegetables,,,
Sub-Saharan Africa,Seychelles ,Snacks,,,
Europe,United Kingdom,Office Supplies,,,
Australia and Oceania,Australia,Clothes,,,
Asia,Vietnam,Meat,,,
Middle East and North Africa,Afghanistan,Cereal,,,
Europe,Belgium,Cosmetics,,,
Sub-Saharan Africa,Rwanda,Snacks,,,
Europe,Macedonia,Personal Care,,,
Central America and the Caribbean,The Bahamas,Personal Care,,,
Middle East and North Africa,Iraq,Beverages,,,
Asia,Nepal,Household,,,
Europe,Spain,Snacks,,,
Europe,Slovenia,Vegetables,,,
Central America and the Caribbean,The Bahamas,Baby Food,,,
Asia,Laos,Office Supplies,,,
Sub-Saharan Africa,Lesotho,Meat,,,
Europe,Greece,Household,,,
Sub-Saharan Africa,Sao Tome and Principe,Meat,,,
Middle East and North Africa,Israel,Vegetables,,,
Sub-Saharan Africa,Burundi,Clothes,,,
Central America and the Caribbean,Costa Rica,Clothes,,,
Europe,Portugal,Clothes,,,
Sub-Saharan Africa,Nigeria,Household,,,
Central America and the Caribbean,Grenada,Clothes,,,
North America,Canada,Snacks,,,
Sub-Saharan Africa,Liberia,Snacks,,,
Europe,Netherlands,Personal Care,,,
Australia and Oceania,Federated States of Micronesia,Snacks,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,,,
Middle East and North Africa,Tunisia ,Cosmetics,,,
Europe,Luxembourg,Fruits,,,
Asia,Thailand,Cereal,,,
Europe,Bulgaria,Snacks,,,
Middle East and North Africa,Tunisia ,Clothes,,,
Asia,Uzbekistan,Cereal,,,
North America,Mexico,Beverages,,,
Australia and Oceania,Marshall Islands,Cosmetics,,,
Middle East and North Africa,Israel,Baby Food,,,
Asia,India,Cereal,,,
Central America and the Caribbean,Grenada,Vegetables,,,
Australia and Oceania,Federated States of Micronesia,Office Supplies,,,
Europe,Russia,Baby Food,,,
Europe,Slovenia,Personal Care,,,
Sub-Saharan Africa,Republic of the Congo,Household,,,
Sub-Saharan Africa,Cote d'Ivoire,Household,,,
Europe,Switzerland,Baby Food,,,
Australia and Oceania,Marshall Islands,Clothes,,,
Europe,Austria,Cosmetics,,,
Sub-Saharan Africa,Cape Verde,Vegetables,,,
Sub-Saharan Africa,Comoros,Fruits,,,
Sub-Saharan Africa,Kenya,Snacks,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,,,
Middle East and North Africa,Tunisia ,Office Supplies,,,
Europe,San Marino,Beverages,,,
Europe,Lithuania,Baby Food,,,
Europe,Malta,Vegetables,,,
Sub-Saharan Africa,Malawi,Fruits,,,
Middle East and North Africa,Oman,Vegetables,,,
Middle East and North Africa,Saudi Arabia,Personal Care,,,
Sub-Saharan Africa,Malawi,Meat,,,
Sub-Saharan Africa,The Gambia,Cereal,,,
Europe,Estonia,Personal Care,,,
Sub-Saharan Africa,Benin,Clothes,,,
Middle East and North Africa,United Arab Emirates,Household,,,
Europe,United Kingdom,Cereal,,,
Middle East and North Africa,Syria,Beverages,,,
Asia,Taiwan,Household,,,
Middle East and North Africa,Morocco,Cereal,,,
Europe,Spain,Meat,,,
Europe,Estonia,Personal Care,,,
Australia and Oceania,Samoa ,Personal Care,,,
Asia,South Korea,Snacks,,,
Asia,Philippines,Meat,,,
Asia,Indonesia,Snacks,,,
Sub-Saharan Africa,Benin,Clothes,,,
Middle East and North Africa,Lebanon,Vegetables,,,
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,,,
Sub-Saharan Africa,Djibouti,Snacks,,,
Central America and the Caribbean,Dominica,Vegetables,,,
Asia,North Korea,Household,,,
Sub-Saharan Africa,Liberia,Fruits,,,
Sub-Saharan Africa,Nigeria,Snacks,,,
Asia,Vietnam,Personal Care,,,
Asia,Cambodia,Cereal,,,
Sub-Saharan Africa,Cameroon,Office Supplies,,,
Sub-Saharan Africa,Ghana,Baby Food,,,
Sub-Saharan Africa,Equatorial Guinea,Household,,,
Europe,Sweden,Clothes,,,
Sub-Saharan Africa,Nigeria,Cereal,,,
Sub-Saharan Africa,Zambia,Personal Care,,,
Sub-Saharan Africa,Lesotho,Beverages,,,
Sub-Saharan Africa,Zimbabwe,Cereal,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,,,
